StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,ActiveLearner,PassStatus
17.0,64.0,High,No,Medium,Yes,Female,20.0,1,6.0,1,84.0,54.0,1,0,D,No,Fail
17.0,64.0,Low,Yes,Low,Yes,Female,25.0,1,11.0,1,66.0,86.0,1,1,A,Yes,Pass
17.0,64.0,Low,Yes,Low,Yes,Female,20.0,1,6.0,1,84.0,54.0,1,0,D,Yes,Fail
17.0,64.0,Low,Yes,Medium,Yes,Female,25.0,1,11.0,1,66.0,86.0,1,1,A,Yes,Pass
17.0,64.0,Low,Yes,Medium,Yes,Female,20.0,1,6.0,1,84.0,54.0,1,0,D,Yes,Fail
15.0,61.0,High,Yes,Medium,Yes,Male,26.0,1,7.0,0,100.0,85.0,1,2,A,Yes,Pass
15.0,61.0,Medium,No,Medium,Yes,Male,26.0,1,7.0,0,100.0,85.0,1,2,A,No,Pass
15.0,61.0,Low,Yes,Medium,Yes,Male,26.0,1,7.0,0,100.0,85.0,1,2,A,Yes,Pass
15.0,61.0,Medium,No,High,Yes,Male,26.0,1,7.0,0,100.0,85.0,1,2,A,No,Pass
22.0,79.0,Medium,No,Low,Yes,Female,22.0,3,11.0,0,67.0,99.0,1,2,A,No,Pass
22.0,79.0,Medium,No,Low,Yes,Female,21.0,2,5.0,1,73.0,47.0,1,1,D,No,Fail
22.0,79.0,Medium,No,Low,Yes,Female,29.0,2,2.0,1,86.0,47.0,1,2,D,No,Fail
22.0,79.0,Medium,No,Low,Yes,Female,25.0,1,5.0,0,94.0,78.0,0,2,B,No,Pass
22.0,79.0,Medium,No,Low,Yes,Female,27.0,1,19.0,1,62.0,73.0,1,1,B,No,Pass
22.0,79.0,Medium,No,Low,Yes,Female,29.0,1,16.0,0,99.0,72.0,1,2,B,No,Pass
22.0,79.0,Medium,No,Low,Yes,Female,21.0,3,5.0,1,52.0,80.0,1,0,B,No,Pass
22.0,79.0,Medium,No,Low,Yes,Female,26.0,1,12.0,1,88.0,94.0,0,0,A,No,Pass
22.0,79.0,Medium,No,Low,Yes,Female,22.0,2,12.0,1,65.0,81.0,1,2,B,No,Pass
22.0,79.0,Medium,No,Medium,No,Female,22.0,3,11.0,0,67.0,99.0,1,2,A,No,Pass
22.0,79.0,Medium,No,Medium,No,Female,21.0,2,5.0,1,73.0,47.0,1,1,D,No,Fail
22.0,79.0,Medium,No,Medium,No,Female,29.0,2,2.0,1,86.0,47.0,1,2,D,No,Fail
22.0,79.0,Medium,No,Medium,No,Female,25.0,1,5.0,0,94.0,78.0,0,2,B,No,Pass
22.0,79.0,Medium,No,Medium,No,Female,27.0,1,19.0,1,62.0,73.0,1,1,B,No,Pass
22.0,79.0,Medium,No,Medium,No,Female,29.0,1,16.0,0,99.0,72.0,1,2,B,No,Pass
22.0,79.0,Medium,No,Medium,No,Female,21.0,3,5.0,1,52.0,80.0,1,0,B,No,Pass
22.0,79.0,Medium,No,Medium,No,Female,26.0,1,12.0,1,88.0,94.0,0,0,A,No,Pass
22.0,79.0,Medium,No,Medium,No,Female,22.0,2,12.0,1,65.0,81.0,1,2,B,No,Pass
22.0,79.0,Medium,Yes,Medium,Yes,Female,22.0,3,11.0,0,67.0,99.0,1,2,A,Yes,Pass
22.0,79.0,Medium,Yes,Medium,Yes,Female,21.0,2,5.0,1,73.0,47.0,1,1,D,Yes,Fail
22.0,79.0,Medium,Yes,Medium,Yes,Female,29.0,2,2.0,1,86.0,47.0,1,2,D,Yes,Fail
22.0,79.0,Medium,Yes,Medium,Yes,Female,25.0,1,5.0,0,94.0,78.0,0,2,B,Yes,Pass
22.0,79.0,Medium,Yes,Medium,Yes,Female,27.0,1,19.0,1,62.0,73.0,1,1,B,Yes,Pass
22.0,79.0,Medium,Yes,Medium,Yes,Female,29.0,1,16.0,0,99.0,72.0,1,2,B,Yes,Pass
22.0,79.0,Medium,Yes,Medium,Yes,Female,21.0,3,5.0,1,52.0,80.0,1,0,B,Yes,Pass
22.0,79.0,Medium,Yes,Medium,Yes,Female,26.0,1,12.0,1,88.0,94.0,0,0,A,Yes,Pass
22.0,79.0,Medium,Yes,Medium,Yes,Female,22.0,2,12.0,1,65.0,81.0,1,2,B,Yes,Pass
22.0,79.0,High,Yes,Medium,Yes,Female,22.0,3,11.0,0,67.0,99.0,1,2,A,Yes,Pass
22.0,79.0,High,Yes,Medium,Yes,Female,21.0,2,5.0,1,73.0,47.0,1,1,D,Yes,Fail
22.0,79.0,High,Yes,Medium,Yes,Female,29.0,2,2.0,1,86.0,47.0,1,2,D,Yes,Fail
22.0,79.0,High,Yes,Medium,Yes,Female,25.0,1,5.0,0,94.0,78.0,0,2,B,Yes,Pass
22.0,79.0,High,Yes,Medium,Yes,Female,27.0,1,19.0,1,62.0,73.0,1,1,B,Yes,Pass
22.0,79.0,High,Yes,Medium,Yes,Female,29.0,1,16.0,0,99.0,72.0,1,2,B,Yes,Pass
22.0,79.0,High,Yes,Medium,Yes,Female,21.0,3,5.0,1,52.0,80.0,1,0,B,Yes,Pass
22.0,79.0,High,Yes,Medium,Yes,Female,26.0,1,12.0,1,88.0,94.0,0,0,A,Yes,Pass
22.0,79.0,High,Yes,Medium,Yes,Female,22.0,2,12.0,1,65.0,81.0,1,2,B,Yes,Pass
8.0,73.0,Medium,Yes,High,Yes,Male,26.0,1,12.0,1,75.0,93.0,1,2,A,Yes,Pass
8.0,73.0,High,Yes,Medium,Yes,Male,26.0,1,12.0,1,75.0,93.0,1,2,A,Yes,Pass
8.0,73.0,High,No,High,Yes,Male,26.0,1,12.0,1,75.0,93.0,1,2,A,No,Pass
8.0,73.0,High,Yes,Low,Yes,Male,26.0,1,12.0,1,75.0,93.0,1,2,A,Yes,Pass
27.0,75.0,Medium,Yes,High,Yes,Male,25.0,3,16.0,0,88.0,84.0,1,2,B,Yes,Pass
27.0,75.0,Low,Yes,Medium,Yes,Male,25.0,3,16.0,0,88.0,84.0,1,2,B,Yes,Pass
13.0,87.0,Medium,Yes,Low,Yes,Male,26.0,1,10.0,1,83.0,85.0,1,1,A,Yes,Pass
13.0,87.0,Medium,Yes,Low,Yes,Male,21.0,0,13.0,1,80.0,65.0,1,2,C,Yes,Pass
30.0,91.0,Medium,Yes,High,Yes,Male,28.0,2,6.0,1,83.0,43.0,1,2,D,Yes,Fail
20.0,68.0,Medium,No,High,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,No,Fail
20.0,68.0,Medium,No,High,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,No,Pass
20.0,68.0,Medium,No,High,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,No,Pass
20.0,68.0,Medium,No,High,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,No,Fail
20.0,68.0,Medium,No,High,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,No,Pass
20.0,68.0,Medium,Yes,Low,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
20.0,68.0,Medium,Yes,Low,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
20.0,68.0,Medium,Yes,Low,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
20.0,68.0,Medium,Yes,Low,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
20.0,68.0,Medium,Yes,Low,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
20.0,68.0,Low,Yes,High,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
20.0,68.0,Low,Yes,High,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
20.0,68.0,Low,Yes,High,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
20.0,68.0,Low,Yes,High,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
20.0,68.0,Low,Yes,High,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
20.0,68.0,High,Yes,Medium,No,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
20.0,68.0,High,Yes,Medium,No,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
20.0,68.0,High,Yes,Medium,No,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
20.0,68.0,High,Yes,Medium,No,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
20.0,68.0,High,Yes,Medium,No,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
20.0,68.0,Medium,Yes,High,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
20.0,68.0,Medium,Yes,High,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
20.0,68.0,Medium,Yes,High,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
20.0,68.0,Medium,Yes,High,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
20.0,68.0,Medium,Yes,High,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
20.0,68.0,Medium,Yes,Medium,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
20.0,68.0,Medium,Yes,Medium,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
20.0,68.0,Medium,Yes,Medium,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
20.0,68.0,Medium,Yes,Medium,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
20.0,68.0,Medium,Yes,Medium,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
20.0,68.0,High,Yes,Medium,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
20.0,68.0,High,Yes,Medium,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
20.0,68.0,High,Yes,Medium,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
20.0,68.0,High,Yes,Medium,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
20.0,68.0,High,Yes,Medium,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
20.0,68.0,High,No,Low,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,No,Fail
20.0,68.0,High,No,Low,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,No,Pass
20.0,68.0,High,No,Low,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,No,Pass
20.0,68.0,High,No,Low,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,No,Fail
20.0,68.0,High,No,Low,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,No,Pass
21.0,81.0,Medium,Yes,Medium,Yes,Female,23.0,2,6.0,1,68.0,70.0,1,2,B,Yes,Pass
21.0,81.0,Medium,Yes,High,Yes,Female,23.0,2,6.0,1,68.0,70.0,1,2,B,Yes,Pass
12.0,83.0,Low,Yes,Medium,Yes,Female,28.0,1,2.0,0,71.0,58.0,1,2,C,Yes,Pass
12.0,83.0,Medium,No,Medium,Yes,Female,28.0,1,2.0,0,71.0,58.0,1,2,C,No,Pass
12.0,83.0,Medium,Yes,Low,Yes,Female,28.0,1,2.0,0,71.0,58.0,1,2,C,Yes,Pass
15.0,68.0,Medium,Yes,High,Yes,Male,27.0,3,4.0,1,73.0,46.0,1,1,D,Yes,Fail
15.0,68.0,Low,Yes,Medium,No,Male,27.0,3,4.0,1,73.0,46.0,1,1,D,Yes,Fail
15.0,68.0,Medium,Yes,Medium,Yes,Male,27.0,3,4.0,1,73.0,46.0,1,1,D,Yes,Fail
16.0,86.0,Medium,Yes,Medium,Yes,Female,25.0,2,17.0,1,60.0,89.0,0,0,A,Yes,Pass
16.0,86.0,Medium,Yes,Medium,Yes,Female,23.0,1,2.0,0,89.0,41.0,0,2,D,Yes,Fail
16.0,86.0,Medium,Yes,Medium,Yes,Female,23.0,3,8.0,1,54.0,84.0,1,2,B,Yes,Pass
16.0,86.0,Medium,Yes,Low,Yes,Female,25.0,2,17.0,1,60.0,89.0,0,0,A,Yes,Pass
16.0,86.0,Medium,Yes,Low,Yes,Female,23.0,1,2.0,0,89.0,41.0,0,2,D,Yes,Fail
16.0,86.0,Medium,Yes,Low,Yes,Female,23.0,3,8.0,1,54.0,84.0,1,2,B,Yes,Pass
16.0,86.0,Low,Yes,Low,Yes,Female,25.0,2,17.0,1,60.0,89.0,0,0,A,Yes,Pass
16.0,86.0,Low,Yes,Low,Yes,Female,23.0,1,2.0,0,89.0,41.0,0,2,D,Yes,Fail
16.0,86.0,Low,Yes,Low,Yes,Female,23.0,3,8.0,1,54.0,84.0,1,2,B,Yes,Pass
16.0,86.0,High,Yes,Low,Yes,Female,25.0,2,17.0,1,60.0,89.0,0,0,A,Yes,Pass
16.0,86.0,High,Yes,Low,Yes,Female,23.0,1,2.0,0,89.0,41.0,0,2,D,Yes,Fail
16.0,86.0,High,Yes,Low,Yes,Female,23.0,3,8.0,1,54.0,84.0,1,2,B,Yes,Pass
24.0,70.0,High,No,Medium,Yes,Female,25.0,3,2.0,0,73.0,79.0,0,0,B,No,Pass
24.0,70.0,Low,Yes,High,Yes,Female,25.0,3,2.0,0,73.0,79.0,0,0,B,Yes,Pass
24.0,70.0,High,No,Low,Yes,Female,25.0,3,2.0,0,73.0,79.0,0,0,B,No,Pass
18.0,62.0,High,Yes,High,No,Male,26.0,1,3.0,1,67.0,70.0,1,1,B,Yes,Pass
18.0,62.0,High,Yes,High,No,Male,29.0,0,16.0,0,88.0,50.0,1,1,D,Yes,Fail
18.0,62.0,Medium,Yes,Medium,Yes,Male,26.0,1,3.0,1,67.0,70.0,1,1,B,Yes,Pass
18.0,62.0,Medium,Yes,Medium,Yes,Male,29.0,0,16.0,0,88.0,50.0,1,1,D,Yes,Fail
18.0,62.0,High,No,Low,Yes,Male,26.0,1,3.0,1,67.0,70.0,1,1,B,No,Pass
18.0,62.0,High,No,Low,Yes,Male,29.0,0,16.0,0,88.0,50.0,1,1,D,No,Fail
27.0,72.0,Low,Yes,Medium,Yes,Female,24.0,3,16.0,0,71.0,89.0,1,2,A,Yes,Pass
27.0,72.0,Low,Yes,Medium,Yes,Female,18.0,3,18.0,1,78.0,54.0,1,2,D,Yes,Fail
27.0,72.0,High,Yes,Medium,Yes,Female,24.0,3,16.0,0,71.0,89.0,1,2,A,Yes,Pass
27.0,72.0,High,Yes,Medium,Yes,Female,18.0,3,18.0,1,78.0,54.0,1,2,D,Yes,Fail
27.0,72.0,Medium,No,Medium,Yes,Female,24.0,3,16.0,0,71.0,89.0,1,2,A,No,Pass
27.0,72.0,Medium,No,Medium,Yes,Female,18.0,3,18.0,1,78.0,54.0,1,2,D,No,Fail
34.0,62.0,Low,No,Low,Yes,Female,22.0,2,12.0,1,81.0,88.0,0,2,A,No,Pass
22.0,69.0,High,Yes,Medium,Yes,Female,24.0,0,5.0,0,76.0,85.0,1,1,A,Yes,Pass
22.0,69.0,High,Yes,Medium,Yes,Female,25.0,1,17.0,1,93.0,98.0,1,2,A,Yes,Pass
22.0,69.0,High,Yes,Medium,Yes,Female,23.0,2,0.0,1,65.0,56.0,0,2,C,Yes,Pass
22.0,69.0,High,No,Low,Yes,Female,24.0,0,5.0,0,76.0,85.0,1,1,A,No,Pass
22.0,69.0,High,No,Low,Yes,Female,25.0,1,17.0,1,93.0,98.0,1,2,A,No,Pass
22.0,69.0,High,No,Low,Yes,Female,23.0,2,0.0,1,65.0,56.0,0,2,C,No,Pass
22.0,69.0,Medium,No,Low,Yes,Female,24.0,0,5.0,0,76.0,85.0,1,1,A,No,Pass
22.0,69.0,Medium,No,Low,Yes,Female,25.0,1,17.0,1,93.0,98.0,1,2,A,No,Pass
22.0,69.0,Medium,No,Low,Yes,Female,23.0,2,0.0,1,65.0,56.0,0,2,C,No,Pass
22.0,69.0,Medium,No,High,Yes,Female,24.0,0,5.0,0,76.0,85.0,1,1,A,No,Pass
22.0,69.0,Medium,No,High,Yes,Female,25.0,1,17.0,1,93.0,98.0,1,2,A,No,Pass
22.0,69.0,Medium,No,High,Yes,Female,23.0,2,0.0,1,65.0,56.0,0,2,C,No,Pass
22.0,69.0,Medium,No,Low,No,Female,24.0,0,5.0,0,76.0,85.0,1,1,A,No,Pass
22.0,69.0,Medium,No,Low,No,Female,25.0,1,17.0,1,93.0,98.0,1,2,A,No,Pass
22.0,69.0,Medium,No,Low,No,Female,23.0,2,0.0,1,65.0,56.0,0,2,C,No,Pass
26.0,66.0,Medium,Yes,Medium,Yes,Male,29.0,1,16.0,1,90.0,63.0,1,1,C,Yes,Pass
26.0,66.0,Medium,Yes,Medium,Yes,Male,22.0,3,1.0,0,97.0,84.0,1,1,B,Yes,Pass
9.0,98.0,Medium,No,Medium,Yes,Male,27.0,0,2.0,1,89.0,55.0,1,0,C,No,Pass
9.0,98.0,Medium,No,Medium,Yes,Male,18.0,1,19.0,1,68.0,65.0,1,0,C,No,Pass
9.0,98.0,Medium,No,Medium,Yes,Male,21.0,2,16.0,0,67.0,65.0,0,1,C,No,Pass
9.0,98.0,Medium,No,Low,Yes,Male,27.0,0,2.0,1,89.0,55.0,1,0,C,No,Pass
9.0,98.0,Medium,No,Low,Yes,Male,18.0,1,19.0,1,68.0,65.0,1,0,C,No,Pass
9.0,98.0,Medium,No,Low,Yes,Male,21.0,2,16.0,0,67.0,65.0,0,1,C,No,Pass
9.0,98.0,High,No,Medium,Yes,Male,27.0,0,2.0,1,89.0,55.0,1,0,C,No,Pass
9.0,98.0,High,No,Medium,Yes,Male,18.0,1,19.0,1,68.0,65.0,1,0,C,No,Pass
9.0,98.0,High,No,Medium,Yes,Male,21.0,2,16.0,0,67.0,65.0,0,1,C,No,Pass
9.0,98.0,Medium,Yes,Medium,Yes,Male,27.0,0,2.0,1,89.0,55.0,1,0,C,Yes,Pass
9.0,98.0,Medium,Yes,Medium,Yes,Male,18.0,1,19.0,1,68.0,65.0,1,0,C,Yes,Pass
9.0,98.0,Medium,Yes,Medium,Yes,Male,21.0,2,16.0,0,67.0,65.0,0,1,C,Yes,Pass
13.0,80.0,High,Yes,High,Yes,Female,20.0,0,13.0,0,82.0,75.0,1,2,B,Yes,Pass
13.0,80.0,High,Yes,High,Yes,Female,27.0,3,13.0,0,67.0,62.0,1,1,C,Yes,Pass
13.0,80.0,High,Yes,High,Yes,Female,24.0,0,7.0,1,56.0,52.0,1,0,D,Yes,Fail
13.0,80.0,High,Yes,High,Yes,Female,22.0,2,1.0,1,84.0,46.0,1,2,D,Yes,Fail
13.0,80.0,High,Yes,High,Yes,Female,19.0,3,3.0,0,82.0,44.0,1,0,D,Yes,Fail
13.0,80.0,High,Yes,High,Yes,Female,29.0,3,5.0,1,98.0,79.0,1,1,B,Yes,Pass
13.0,80.0,Medium,Yes,High,Yes,Female,20.0,0,13.0,0,82.0,75.0,1,2,B,Yes,Pass
13.0,80.0,Medium,Yes,High,Yes,Female,27.0,3,13.0,0,67.0,62.0,1,1,C,Yes,Pass
13.0,80.0,Medium,Yes,High,Yes,Female,24.0,0,7.0,1,56.0,52.0,1,0,D,Yes,Fail
13.0,80.0,Medium,Yes,High,Yes,Female,22.0,2,1.0,1,84.0,46.0,1,2,D,Yes,Fail
13.0,80.0,Medium,Yes,High,Yes,Female,19.0,3,3.0,0,82.0,44.0,1,0,D,Yes,Fail
13.0,80.0,Medium,Yes,High,Yes,Female,29.0,3,5.0,1,98.0,79.0,1,1,B,Yes,Pass
13.0,80.0,Medium,No,Medium,Yes,Female,20.0,0,13.0,0,82.0,75.0,1,2,B,No,Pass
13.0,80.0,Medium,No,Medium,Yes,Female,27.0,3,13.0,0,67.0,62.0,1,1,C,No,Pass
13.0,80.0,Medium,No,Medium,Yes,Female,24.0,0,7.0,1,56.0,52.0,1,0,D,No,Fail
13.0,80.0,Medium,No,Medium,Yes,Female,22.0,2,1.0,1,84.0,46.0,1,2,D,No,Fail
13.0,80.0,Medium,No,Medium,Yes,Female,19.0,3,3.0,0,82.0,44.0,1,0,D,No,Fail
13.0,80.0,Medium,No,Medium,Yes,Female,29.0,3,5.0,1,98.0,79.0,1,1,B,No,Pass
7.0,73.0,Medium,Yes,Medium,Yes,Female,27.0,2,0.0,0,69.0,68.0,1,0,C,Yes,Pass
7.0,73.0,Medium,Yes,Medium,Yes,Female,29.0,2,2.0,1,92.0,40.0,0,2,D,Yes,Fail
7.0,73.0,Medium,Yes,Medium,Yes,Female,29.0,0,18.0,1,88.0,99.0,1,0,A,Yes,Pass
7.0,73.0,Medium,Yes,Medium,Yes,Female,21.0,1,15.0,1,65.0,58.0,0,1,C,Yes,Pass
7.0,73.0,Medium,Yes,Medium,Yes,Female,21.0,1,5.0,1,60.0,76.0,1,0,B,Yes,Pass
35.0,61.0,High,Yes,Low,Yes,Male,25.0,1,15.0,1,80.0,47.0,0,1,D,Yes,Fail
35.0,61.0,High,Yes,Low,Yes,Male,19.0,1,18.0,0,61.0,56.0,0,2,C,Yes,Pass
25.0,93.0,High,No,Low,Yes,Male,28.0,2,17.0,1,50.0,82.0,1,1,B,No,Pass
25.0,93.0,High,No,Low,Yes,Male,22.0,0,15.0,0,72.0,71.0,0,1,B,No,Pass
25.0,93.0,High,No,High,Yes,Male,28.0,2,17.0,1,50.0,82.0,1,1,B,No,Pass
25.0,93.0,High,No,High,Yes,Male,22.0,0,15.0,0,72.0,71.0,0,1,B,No,Pass
25.0,93.0,Medium,Yes,Low,Yes,Male,28.0,2,17.0,1,50.0,82.0,1,1,B,Yes,Pass
25.0,93.0,Medium,Yes,Low,Yes,Male,22.0,0,15.0,0,72.0,71.0,0,1,B,Yes,Pass
25.0,93.0,Medium,No,Medium,Yes,Male,28.0,2,17.0,1,50.0,82.0,1,1,B,No,Pass
25.0,93.0,Medium,No,Medium,Yes,Male,22.0,0,15.0,0,72.0,71.0,0,1,B,No,Pass
26.0,71.0,Low,No,Medium,Yes,Female,23.0,3,3.0,1,62.0,64.0,1,1,C,No,Pass
26.0,71.0,Low,No,Medium,Yes,Female,27.0,0,3.0,0,55.0,71.0,0,0,B,No,Pass
26.0,71.0,Low,No,Medium,Yes,Female,19.0,3,17.0,1,61.0,89.0,1,2,A,No,Pass
26.0,71.0,Low,No,Medium,Yes,Female,18.0,1,13.0,1,50.0,72.0,1,1,B,No,Pass
26.0,71.0,Low,No,Medium,Yes,Female,28.0,3,13.0,0,97.0,47.0,1,0,D,No,Fail
26.0,71.0,Low,No,Medium,Yes,Female,18.0,1,12.0,1,60.0,90.0,1,2,A,No,Pass
26.0,71.0,Low,No,Medium,Yes,Female,25.0,3,12.0,0,57.0,100.0,1,2,A,No,Pass
26.0,71.0,High,No,Low,Yes,Female,23.0,3,3.0,1,62.0,64.0,1,1,C,No,Pass
26.0,71.0,High,No,Low,Yes,Female,27.0,0,3.0,0,55.0,71.0,0,0,B,No,Pass
26.0,71.0,High,No,Low,Yes,Female,19.0,3,17.0,1,61.0,89.0,1,2,A,No,Pass
26.0,71.0,High,No,Low,Yes,Female,18.0,1,13.0,1,50.0,72.0,1,1,B,No,Pass
26.0,71.0,High,No,Low,Yes,Female,28.0,3,13.0,0,97.0,47.0,1,0,D,No,Fail
26.0,71.0,High,No,Low,Yes,Female,18.0,1,12.0,1,60.0,90.0,1,2,A,No,Pass
26.0,71.0,High,No,Low,Yes,Female,25.0,3,12.0,0,57.0,100.0,1,2,A,No,Pass
26.0,71.0,Medium,Yes,Medium,No,Female,23.0,3,3.0,1,62.0,64.0,1,1,C,Yes,Pass
26.0,71.0,Medium,Yes,Medium,No,Female,27.0,0,3.0,0,55.0,71.0,0,0,B,Yes,Pass
26.0,71.0,Medium,Yes,Medium,No,Female,19.0,3,17.0,1,61.0,89.0,1,2,A,Yes,Pass
26.0,71.0,Medium,Yes,Medium,No,Female,18.0,1,13.0,1,50.0,72.0,1,1,B,Yes,Pass
26.0,71.0,Medium,Yes,Medium,No,Female,28.0,3,13.0,0,97.0,47.0,1,0,D,Yes,Fail
26.0,71.0,Medium,Yes,Medium,No,Female,18.0,1,12.0,1,60.0,90.0,1,2,A,Yes,Pass
26.0,71.0,Medium,Yes,Medium,No,Female,25.0,3,12.0,0,57.0,100.0,1,2,A,Yes,Pass
22.0,93.0,Medium,No,Low,Yes,Male,28.0,0,7.0,1,92.0,43.0,0,2,D,No,Fail
22.0,93.0,High,Yes,High,Yes,Male,28.0,0,7.0,1,92.0,43.0,0,2,D,Yes,Fail
22.0,93.0,Low,Yes,Medium,Yes,Male,28.0,0,7.0,1,92.0,43.0,0,2,D,Yes,Fail
22.0,93.0,Medium,Yes,High,Yes,Male,28.0,0,7.0,1,92.0,43.0,0,2,D,Yes,Fail
16.0,99.0,Medium,Yes,Low,Yes,Female,19.0,0,0.0,1,55.0,57.0,0,2,C,Yes,Pass
16.0,99.0,High,Yes,High,Yes,Female,19.0,0,0.0,1,55.0,57.0,0,2,C,Yes,Pass
16.0,99.0,Medium,No,Low,No,Female,19.0,0,0.0,1,55.0,57.0,0,2,C,No,Pass
16.0,99.0,Medium,No,High,No,Female,19.0,0,0.0,1,55.0,57.0,0,2,C,No,Pass
16.0,99.0,Medium,No,Low,Yes,Female,19.0,0,0.0,1,55.0,57.0,0,2,C,No,Pass
16.0,99.0,Medium,Yes,Medium,Yes,Female,19.0,0,0.0,1,55.0,57.0,0,2,C,Yes,Pass
15.0,82.0,High,Yes,Medium,Yes,Male,22.0,2,1.0,1,97.0,55.0,1,2,C,Yes,Pass
15.0,82.0,High,Yes,Medium,Yes,Male,26.0,1,14.0,1,80.0,51.0,1,1,D,Yes,Fail
15.0,82.0,High,Yes,Medium,Yes,Male,24.0,1,15.0,1,67.0,90.0,0,2,A,Yes,Pass
15.0,82.0,High,Yes,Medium,Yes,Male,27.0,3,17.0,0,75.0,90.0,1,1,A,Yes,Pass
15.0,82.0,High,Yes,Medium,Yes,Male,25.0,2,6.0,1,81.0,49.0,0,1,D,Yes,Fail
15.0,82.0,High,Yes,High,No,Male,22.0,2,1.0,1,97.0,55.0,1,2,C,Yes,Pass
15.0,82.0,High,Yes,High,No,Male,26.0,1,14.0,1,80.0,51.0,1,1,D,Yes,Fail
15.0,82.0,High,Yes,High,No,Male,24.0,1,15.0,1,67.0,90.0,0,2,A,Yes,Pass
15.0,82.0,High,Yes,High,No,Male,27.0,3,17.0,0,75.0,90.0,1,1,A,Yes,Pass
15.0,82.0,High,Yes,High,No,Male,25.0,2,6.0,1,81.0,49.0,0,1,D,Yes,Fail
23.0,92.0,Low,Yes,High,Yes,Male,24.0,2,0.0,1,80.0,55.0,1,2,C,Yes,Pass
23.0,92.0,Medium,Yes,Low,Yes,Male,24.0,2,0.0,1,80.0,55.0,1,2,C,Yes,Pass
23.0,92.0,Medium,Yes,Medium,Yes,Male,24.0,2,0.0,1,80.0,55.0,1,2,C,Yes,Pass
23.0,92.0,High,No,Medium,Yes,Male,24.0,2,0.0,1,80.0,55.0,1,2,C,No,Pass
23.0,92.0,High,Yes,High,Yes,Male,24.0,2,0.0,1,80.0,55.0,1,2,C,Yes,Pass
20.0,91.0,Medium,Yes,Medium,Yes,Male,25.0,3,20.0,1,59.0,84.0,1,0,B,Yes,Pass
20.0,91.0,High,Yes,Low,Yes,Male,25.0,3,20.0,1,59.0,84.0,1,0,B,Yes,Pass
20.0,91.0,Low,Yes,Medium,Yes,Male,25.0,3,20.0,1,59.0,84.0,1,0,B,Yes,Pass
