,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,ActiveLearner,PassStatus
8054,20.0,88.0,Medium,Yes,Medium,Yes,Male,19.0,0,8.0,1,98.0,65.0,1,0,C,Yes,Pass
8055,20.0,88.0,Medium,Yes,Medium,Yes,Male,26.0,2,5.0,1,97.0,78.0,0,2,B,Yes,Pass
8056,20.0,88.0,Medium,Yes,Medium,Yes,Male,29.0,0,7.0,1,73.0,62.0,1,1,C,Yes,Pass
8057,20.0,88.0,Medium,No,Low,Yes,Male,19.0,0,8.0,1,98.0,65.0,1,0,C,No,Pass
8058,20.0,88.0,Medium,No,Low,Yes,Male,26.0,2,5.0,1,97.0,78.0,0,2,B,No,Pass
8059,20.0,88.0,Medium,No,Low,Yes,Male,29.0,0,7.0,1,73.0,62.0,1,1,C,No,Pass
8060,20.0,88.0,High,Yes,Medium,No,Male,19.0,0,8.0,1,98.0,65.0,1,0,C,Yes,Pass
8061,20.0,88.0,High,Yes,Medium,No,Male,26.0,2,5.0,1,97.0,78.0,0,2,B,Yes,Pass
8062,20.0,88.0,High,Yes,Medium,No,Male,29.0,0,7.0,1,73.0,62.0,1,1,C,Yes,Pass
8063,19.0,98.0,Medium,Yes,Medium,Yes,Male,22.0,0,19.0,1,86.0,100.0,1,2,A,Yes,Pass
8064,19.0,98.0,Medium,Yes,Medium,Yes,Male,23.0,0,3.0,1,89.0,49.0,1,2,D,Yes,Fail
8065,19.0,98.0,Medium,Yes,Medium,Yes,Male,25.0,3,12.0,0,61.0,50.0,1,1,D,Yes,Fail
8066,19.0,98.0,Medium,Yes,Medium,Yes,Male,19.0,1,5.0,1,74.0,65.0,0,1,C,Yes,Pass
8067,19.0,98.0,Low,Yes,Medium,No,Male,22.0,0,19.0,1,86.0,100.0,1,2,A,Yes,Pass
8068,19.0,98.0,Low,Yes,Medium,No,Male,23.0,0,3.0,1,89.0,49.0,1,2,D,Yes,Fail
8069,19.0,98.0,Low,Yes,Medium,No,Male,25.0,3,12.0,0,61.0,50.0,1,1,D,Yes,Fail
8070,19.0,98.0,Low,Yes,Medium,No,Male,19.0,1,5.0,1,74.0,65.0,0,1,C,Yes,Pass
8071,19.0,98.0,Low,Yes,Medium,Yes,Male,22.0,0,19.0,1,86.0,100.0,1,2,A,Yes,Pass
8072,19.0,98.0,Low,Yes,Medium,Yes,Male,23.0,0,3.0,1,89.0,49.0,1,2,D,Yes,Fail
8073,19.0,98.0,Low,Yes,Medium,Yes,Male,25.0,3,12.0,0,61.0,50.0,1,1,D,Yes,Fail
8074,19.0,98.0,Low,Yes,Medium,Yes,Male,19.0,1,5.0,1,74.0,65.0,0,1,C,Yes,Pass
8075,19.0,98.0,High,Yes,Medium,Yes,Male,22.0,0,19.0,1,86.0,100.0,1,2,A,Yes,Pass
8076,19.0,98.0,High,Yes,Medium,Yes,Male,23.0,0,3.0,1,89.0,49.0,1,2,D,Yes,Fail
8077,19.0,98.0,High,Yes,Medium,Yes,Male,25.0,3,12.0,0,61.0,50.0,1,1,D,Yes,Fail
8078,19.0,98.0,High,Yes,Medium,Yes,Male,19.0,1,5.0,1,74.0,65.0,0,1,C,Yes,Pass
8079,19.0,98.0,High,Yes,High,Yes,Male,22.0,0,19.0,1,86.0,100.0,1,2,A,Yes,Pass
8080,19.0,98.0,High,Yes,High,Yes,Male,23.0,0,3.0,1,89.0,49.0,1,2,D,Yes,Fail
8081,19.0,98.0,High,Yes,High,Yes,Male,25.0,3,12.0,0,61.0,50.0,1,1,D,Yes,Fail
8082,19.0,98.0,High,Yes,High,Yes,Male,19.0,1,5.0,1,74.0,65.0,0,1,C,Yes,Pass
8083,33.0,68.0,Low,Yes,Medium,Yes,Male,22.0,2,11.0,1,59.0,61.0,1,2,C,Yes,Pass
8084,33.0,68.0,Low,Yes,Medium,Yes,Male,23.0,3,2.0,1,79.0,41.0,1,2,D,Yes,Fail
8085,33.0,68.0,Low,Yes,Medium,Yes,Male,26.0,2,15.0,0,51.0,76.0,1,2,B,Yes,Pass
8086,33.0,68.0,Low,Yes,Medium,Yes,Male,24.0,0,19.0,1,94.0,62.0,0,0,C,Yes,Pass
8087,12.0,63.0,High,No,Low,Yes,Male,18.0,3,4.0,0,54.0,68.0,1,0,C,No,Pass
8088,12.0,63.0,High,No,Low,Yes,Male,24.0,2,7.0,1,75.0,71.0,1,1,B,No,Pass
8089,12.0,63.0,Medium,No,Low,Yes,Male,18.0,3,4.0,0,54.0,68.0,1,0,C,No,Pass
8090,12.0,63.0,Medium,No,Low,Yes,Male,24.0,2,7.0,1,75.0,71.0,1,1,B,No,Pass
8091,19.0,76.0,High,Yes,Medium,Yes,Female,24.0,1,14.0,1,63.0,80.0,1,1,B,Yes,Pass
8092,19.0,76.0,High,Yes,Medium,Yes,Female,29.0,0,0.0,1,51.0,61.0,1,0,C,Yes,Pass
8093,19.0,76.0,Medium,Yes,Medium,Yes,Female,24.0,1,14.0,1,63.0,80.0,1,1,B,Yes,Pass
8094,19.0,76.0,Medium,Yes,Medium,Yes,Female,29.0,0,0.0,1,51.0,61.0,1,0,C,Yes,Pass
8095,19.0,76.0,High,No,Low,Yes,Female,24.0,1,14.0,1,63.0,80.0,1,1,B,No,Pass
8096,19.0,76.0,High,No,Low,Yes,Female,29.0,0,0.0,1,51.0,61.0,1,0,C,No,Pass
8097,19.0,76.0,Low,Yes,Medium,Yes,Female,24.0,1,14.0,1,63.0,80.0,1,1,B,Yes,Pass
8098,19.0,76.0,Low,Yes,Medium,Yes,Female,29.0,0,0.0,1,51.0,61.0,1,0,C,Yes,Pass
8103,19.0,76.0,High,Yes,Low,Yes,Female,24.0,1,14.0,1,63.0,80.0,1,1,B,Yes,Pass
8104,19.0,76.0,High,Yes,Low,Yes,Female,29.0,0,0.0,1,51.0,61.0,1,0,C,Yes,Pass
8105,19.0,76.0,Low,Yes,Low,Yes,Female,24.0,1,14.0,1,63.0,80.0,1,1,B,Yes,Pass
8106,19.0,76.0,Low,Yes,Low,Yes,Female,29.0,0,0.0,1,51.0,61.0,1,0,C,Yes,Pass
8107,35.0,90.0,Medium,Yes,Low,No,Male,21.0,1,0.0,1,55.0,93.0,1,2,A,Yes,Pass
8108,35.0,90.0,Medium,Yes,Low,No,Male,20.0,3,5.0,1,89.0,92.0,1,1,A,Yes,Pass
8109,35.0,90.0,Medium,Yes,Low,No,Male,28.0,3,5.0,1,78.0,72.0,1,2,B,Yes,Pass
8110,15.0,75.0,High,Yes,High,Yes,Male,20.0,3,16.0,0,87.0,48.0,0,2,D,Yes,Fail
8111,15.0,75.0,High,Yes,High,Yes,Male,27.0,1,7.0,1,85.0,77.0,1,1,B,Yes,Pass
8112,15.0,75.0,High,Yes,High,Yes,Male,29.0,3,4.0,0,91.0,41.0,0,0,D,Yes,Fail
8113,15.0,75.0,Medium,No,Medium,Yes,Male,20.0,3,16.0,0,87.0,48.0,0,2,D,No,Fail
8114,15.0,75.0,Medium,No,Medium,Yes,Male,27.0,1,7.0,1,85.0,77.0,1,1,B,No,Pass
8115,15.0,75.0,Medium,No,Medium,Yes,Male,29.0,3,4.0,0,91.0,41.0,0,0,D,No,Fail
8116,30.0,73.0,Medium,Yes,Medium,Yes,Female,19.0,0,10.0,0,65.0,87.0,1,2,A,Yes,Pass
8117,30.0,73.0,Low,No,Medium,Yes,Female,19.0,0,10.0,0,65.0,87.0,1,2,A,No,Pass
8118,30.0,84.0,Medium,No,Low,Yes,Male,19.0,0,8.0,0,84.0,61.0,1,2,C,No,Pass
8119,30.0,84.0,Medium,No,Low,Yes,Male,23.0,1,13.0,1,55.0,60.0,1,2,C,No,Pass
8120,30.0,84.0,Medium,No,Low,Yes,Male,27.0,1,6.0,1,98.0,87.0,0,2,A,No,Pass
8121,30.0,84.0,Medium,No,Low,Yes,Male,25.0,2,12.0,1,65.0,84.0,1,2,B,No,Pass
8122,30.0,84.0,Medium,No,Low,Yes,Male,21.0,2,17.0,0,82.0,87.0,1,0,A,No,Pass
8123,30.0,84.0,Medium,No,Low,Yes,Male,19.0,1,17.0,0,88.0,90.0,1,2,A,No,Pass
8124,30.0,84.0,Medium,No,Medium,Yes,Male,19.0,0,8.0,0,84.0,61.0,1,2,C,No,Pass
8125,30.0,84.0,Medium,No,Medium,Yes,Male,23.0,1,13.0,1,55.0,60.0,1,2,C,No,Pass
8126,30.0,84.0,Medium,No,Medium,Yes,Male,27.0,1,6.0,1,98.0,87.0,0,2,A,No,Pass
8127,30.0,84.0,Medium,No,Medium,Yes,Male,25.0,2,12.0,1,65.0,84.0,1,2,B,No,Pass
8128,30.0,84.0,Medium,No,Medium,Yes,Male,21.0,2,17.0,0,82.0,87.0,1,0,A,No,Pass
8129,30.0,84.0,Medium,No,Medium,Yes,Male,19.0,1,17.0,0,88.0,90.0,1,2,A,No,Pass
8130,30.0,84.0,Medium,Yes,Medium,Yes,Male,19.0,0,8.0,0,84.0,61.0,1,2,C,Yes,Pass
8131,30.0,84.0,Medium,Yes,Medium,Yes,Male,23.0,1,13.0,1,55.0,60.0,1,2,C,Yes,Pass
8132,30.0,84.0,Medium,Yes,Medium,Yes,Male,27.0,1,6.0,1,98.0,87.0,0,2,A,Yes,Pass
8133,30.0,84.0,Medium,Yes,Medium,Yes,Male,25.0,2,12.0,1,65.0,84.0,1,2,B,Yes,Pass
8134,30.0,84.0,Medium,Yes,Medium,Yes,Male,21.0,2,17.0,0,82.0,87.0,1,0,A,Yes,Pass
8135,30.0,84.0,Medium,Yes,Medium,Yes,Male,19.0,1,17.0,0,88.0,90.0,1,2,A,Yes,Pass
8136,17.0,95.0,High,No,Medium,Yes,Female,29.0,1,1.0,1,66.0,94.0,0,2,A,No,Pass
8137,17.0,95.0,High,No,Medium,Yes,Female,25.0,0,10.0,0,74.0,81.0,0,2,B,No,Pass
8138,17.0,95.0,High,No,Medium,Yes,Female,22.0,3,18.0,0,71.0,88.0,1,2,A,No,Pass
8139,17.0,95.0,Low,Yes,Low,No,Female,29.0,1,1.0,1,66.0,94.0,0,2,A,Yes,Pass
8140,17.0,95.0,Low,Yes,Low,No,Female,25.0,0,10.0,0,74.0,81.0,0,2,B,Yes,Pass
8141,17.0,95.0,Low,Yes,Low,No,Female,22.0,3,18.0,0,71.0,88.0,1,2,A,Yes,Pass
8142,17.0,95.0,Medium,No,Low,Yes,Female,29.0,1,1.0,1,66.0,94.0,0,2,A,No,Pass
8143,17.0,95.0,Medium,No,Low,Yes,Female,25.0,0,10.0,0,74.0,81.0,0,2,B,No,Pass
8144,17.0,95.0,Medium,No,Low,Yes,Female,22.0,3,18.0,0,71.0,88.0,1,2,A,No,Pass
8145,23.0,62.0,High,Yes,Medium,Yes,Male,24.0,1,15.0,0,58.0,98.0,0,2,A,Yes,Pass
8146,23.0,62.0,High,Yes,Medium,Yes,Male,26.0,0,0.0,1,93.0,91.0,1,0,A,Yes,Pass
8147,23.0,62.0,Low,No,Medium,Yes,Male,24.0,1,15.0,0,58.0,98.0,0,2,A,No,Pass
8148,23.0,62.0,Low,No,Medium,Yes,Male,26.0,0,0.0,1,93.0,91.0,1,0,A,No,Pass
8149,23.0,62.0,Medium,No,Medium,Yes,Male,24.0,1,15.0,0,58.0,98.0,0,2,A,No,Pass
8150,23.0,62.0,Medium,No,Medium,Yes,Male,26.0,0,0.0,1,93.0,91.0,1,0,A,No,Pass
8151,23.0,62.0,High,Yes,Low,Yes,Male,24.0,1,15.0,0,58.0,98.0,0,2,A,Yes,Pass
8152,23.0,62.0,High,Yes,Low,Yes,Male,26.0,0,0.0,1,93.0,91.0,1,0,A,Yes,Pass
8153,23.0,62.0,Medium,Yes,Low,Yes,Male,24.0,1,15.0,0,58.0,98.0,0,2,A,Yes,Pass
8154,23.0,62.0,Medium,Yes,Low,Yes,Male,26.0,0,0.0,1,93.0,91.0,1,0,A,Yes,Pass
8155,23.0,62.0,Medium,No,High,No,Male,24.0,1,15.0,0,58.0,98.0,0,2,A,No,Pass
8156,23.0,62.0,Medium,No,High,No,Male,26.0,0,0.0,1,93.0,91.0,1,0,A,No,Pass
8157,18.0,66.0,Medium,No,Medium,Yes,Female,19.0,2,19.0,1,58.0,83.0,0,1,B,No,Pass
8158,18.0,66.0,Medium,No,Medium,Yes,Female,27.0,0,4.0,0,83.0,42.0,1,0,D,No,Fail
8159,18.0,66.0,Medium,No,Medium,Yes,Female,28.0,2,15.0,0,66.0,49.0,1,2,D,No,Fail
8160,18.0,66.0,Medium,No,Medium,Yes,Female,22.0,1,14.0,0,82.0,83.0,1,1,B,No,Pass
8161,18.0,66.0,High,Yes,Medium,Yes,Female,19.0,2,19.0,1,58.0,83.0,0,1,B,Yes,Pass
8162,18.0,66.0,High,Yes,Medium,Yes,Female,27.0,0,4.0,0,83.0,42.0,1,0,D,Yes,Fail
8163,18.0,66.0,High,Yes,Medium,Yes,Female,28.0,2,15.0,0,66.0,49.0,1,2,D,Yes,Fail
8164,18.0,66.0,High,Yes,Medium,Yes,Female,22.0,1,14.0,0,82.0,83.0,1,1,B,Yes,Pass
8165,18.0,66.0,Medium,Yes,Medium,Yes,Female,19.0,2,19.0,1,58.0,83.0,0,1,B,Yes,Pass
8166,18.0,66.0,Medium,Yes,Medium,Yes,Female,27.0,0,4.0,0,83.0,42.0,1,0,D,Yes,Fail
8167,18.0,66.0,Medium,Yes,Medium,Yes,Female,28.0,2,15.0,0,66.0,49.0,1,2,D,Yes,Fail
8168,18.0,66.0,Medium,Yes,Medium,Yes,Female,22.0,1,14.0,0,82.0,83.0,1,1,B,Yes,Pass
8173,18.0,66.0,High,No,Medium,Yes,Female,19.0,2,19.0,1,58.0,83.0,0,1,B,No,Pass
8174,18.0,66.0,High,No,Medium,Yes,Female,27.0,0,4.0,0,83.0,42.0,1,0,D,No,Fail
8175,18.0,66.0,High,No,Medium,Yes,Female,28.0,2,15.0,0,66.0,49.0,1,2,D,No,Fail
8176,18.0,66.0,High,No,Medium,Yes,Female,22.0,1,14.0,0,82.0,83.0,1,1,B,No,Pass
8177,17.0,64.0,Medium,No,Medium,Yes,Female,25.0,1,11.0,1,66.0,86.0,1,1,A,No,Pass
8178,17.0,64.0,Medium,No,Medium,Yes,Female,20.0,1,6.0,1,84.0,54.0,1,0,D,No,Fail
8179,17.0,64.0,High,No,Medium,Yes,Female,25.0,1,11.0,1,66.0,86.0,1,1,A,No,Pass
8180,17.0,64.0,High,No,Medium,Yes,Female,20.0,1,6.0,1,84.0,54.0,1,0,D,No,Fail
8181,17.0,64.0,Low,Yes,Low,Yes,Female,25.0,1,11.0,1,66.0,86.0,1,1,A,Yes,Pass
8182,17.0,64.0,Low,Yes,Low,Yes,Female,20.0,1,6.0,1,84.0,54.0,1,0,D,Yes,Fail
8185,17.0,64.0,Low,Yes,Medium,Yes,Female,25.0,1,11.0,1,66.0,86.0,1,1,A,Yes,Pass
8186,17.0,64.0,Low,Yes,Medium,Yes,Female,20.0,1,6.0,1,84.0,54.0,1,0,D,Yes,Fail
8187,15.0,61.0,High,Yes,Medium,Yes,Male,26.0,1,7.0,0,100.0,85.0,1,2,A,Yes,Pass
8188,15.0,61.0,Medium,No,Medium,Yes,Male,26.0,1,7.0,0,100.0,85.0,1,2,A,No,Pass
8189,15.0,61.0,Low,Yes,Medium,Yes,Male,26.0,1,7.0,0,100.0,85.0,1,2,A,Yes,Pass
8190,15.0,61.0,Medium,No,High,Yes,Male,26.0,1,7.0,0,100.0,85.0,1,2,A,No,Pass
8191,22.0,79.0,Medium,No,Low,Yes,Female,22.0,3,11.0,0,67.0,99.0,1,2,A,No,Pass
8192,22.0,79.0,Medium,No,Low,Yes,Female,21.0,2,5.0,1,73.0,47.0,1,1,D,No,Fail
8193,22.0,79.0,Medium,No,Low,Yes,Female,29.0,2,2.0,1,86.0,47.0,1,2,D,No,Fail
8194,22.0,79.0,Medium,No,Low,Yes,Female,25.0,1,5.0,0,94.0,78.0,0,2,B,No,Pass
8195,22.0,79.0,Medium,No,Low,Yes,Female,27.0,1,19.0,1,62.0,73.0,1,1,B,No,Pass
8196,22.0,79.0,Medium,No,Low,Yes,Female,29.0,1,16.0,0,99.0,72.0,1,2,B,No,Pass
8197,22.0,79.0,Medium,No,Low,Yes,Female,21.0,3,5.0,1,52.0,80.0,1,0,B,No,Pass
8198,22.0,79.0,Medium,No,Low,Yes,Female,26.0,1,12.0,1,88.0,94.0,0,0,A,No,Pass
8199,22.0,79.0,Medium,No,Low,Yes,Female,22.0,2,12.0,1,65.0,81.0,1,2,B,No,Pass
8200,22.0,79.0,Medium,No,Medium,No,Female,22.0,3,11.0,0,67.0,99.0,1,2,A,No,Pass
8201,22.0,79.0,Medium,No,Medium,No,Female,21.0,2,5.0,1,73.0,47.0,1,1,D,No,Fail
8202,22.0,79.0,Medium,No,Medium,No,Female,29.0,2,2.0,1,86.0,47.0,1,2,D,No,Fail
8203,22.0,79.0,Medium,No,Medium,No,Female,25.0,1,5.0,0,94.0,78.0,0,2,B,No,Pass
8204,22.0,79.0,Medium,No,Medium,No,Female,27.0,1,19.0,1,62.0,73.0,1,1,B,No,Pass
8205,22.0,79.0,Medium,No,Medium,No,Female,29.0,1,16.0,0,99.0,72.0,1,2,B,No,Pass
8206,22.0,79.0,Medium,No,Medium,No,Female,21.0,3,5.0,1,52.0,80.0,1,0,B,No,Pass
8207,22.0,79.0,Medium,No,Medium,No,Female,26.0,1,12.0,1,88.0,94.0,0,0,A,No,Pass
8208,22.0,79.0,Medium,No,Medium,No,Female,22.0,2,12.0,1,65.0,81.0,1,2,B,No,Pass
8209,22.0,79.0,Medium,Yes,Medium,Yes,Female,22.0,3,11.0,0,67.0,99.0,1,2,A,Yes,Pass
8210,22.0,79.0,Medium,Yes,Medium,Yes,Female,21.0,2,5.0,1,73.0,47.0,1,1,D,Yes,Fail
8211,22.0,79.0,Medium,Yes,Medium,Yes,Female,29.0,2,2.0,1,86.0,47.0,1,2,D,Yes,Fail
8212,22.0,79.0,Medium,Yes,Medium,Yes,Female,25.0,1,5.0,0,94.0,78.0,0,2,B,Yes,Pass
8213,22.0,79.0,Medium,Yes,Medium,Yes,Female,27.0,1,19.0,1,62.0,73.0,1,1,B,Yes,Pass
8214,22.0,79.0,Medium,Yes,Medium,Yes,Female,29.0,1,16.0,0,99.0,72.0,1,2,B,Yes,Pass
8215,22.0,79.0,Medium,Yes,Medium,Yes,Female,21.0,3,5.0,1,52.0,80.0,1,0,B,Yes,Pass
8216,22.0,79.0,Medium,Yes,Medium,Yes,Female,26.0,1,12.0,1,88.0,94.0,0,0,A,Yes,Pass
8217,22.0,79.0,Medium,Yes,Medium,Yes,Female,22.0,2,12.0,1,65.0,81.0,1,2,B,Yes,Pass
8218,22.0,79.0,High,Yes,Medium,Yes,Female,22.0,3,11.0,0,67.0,99.0,1,2,A,Yes,Pass
8219,22.0,79.0,High,Yes,Medium,Yes,Female,21.0,2,5.0,1,73.0,47.0,1,1,D,Yes,Fail
8220,22.0,79.0,High,Yes,Medium,Yes,Female,29.0,2,2.0,1,86.0,47.0,1,2,D,Yes,Fail
8221,22.0,79.0,High,Yes,Medium,Yes,Female,25.0,1,5.0,0,94.0,78.0,0,2,B,Yes,Pass
8222,22.0,79.0,High,Yes,Medium,Yes,Female,27.0,1,19.0,1,62.0,73.0,1,1,B,Yes,Pass
8223,22.0,79.0,High,Yes,Medium,Yes,Female,29.0,1,16.0,0,99.0,72.0,1,2,B,Yes,Pass
8224,22.0,79.0,High,Yes,Medium,Yes,Female,21.0,3,5.0,1,52.0,80.0,1,0,B,Yes,Pass
8225,22.0,79.0,High,Yes,Medium,Yes,Female,26.0,1,12.0,1,88.0,94.0,0,0,A,Yes,Pass
8226,22.0,79.0,High,Yes,Medium,Yes,Female,22.0,2,12.0,1,65.0,81.0,1,2,B,Yes,Pass
8227,8.0,73.0,Medium,Yes,High,Yes,Male,26.0,1,12.0,1,75.0,93.0,1,2,A,Yes,Pass
8228,8.0,73.0,High,Yes,Medium,Yes,Male,26.0,1,12.0,1,75.0,93.0,1,2,A,Yes,Pass
8229,8.0,73.0,High,No,High,Yes,Male,26.0,1,12.0,1,75.0,93.0,1,2,A,No,Pass
8230,8.0,73.0,High,Yes,Low,Yes,Male,26.0,1,12.0,1,75.0,93.0,1,2,A,Yes,Pass
8231,27.0,75.0,Medium,Yes,High,Yes,Male,25.0,3,16.0,0,88.0,84.0,1,2,B,Yes,Pass
8232,27.0,75.0,Low,Yes,Medium,Yes,Male,25.0,3,16.0,0,88.0,84.0,1,2,B,Yes,Pass
8233,13.0,87.0,Medium,Yes,Low,Yes,Male,26.0,1,10.0,1,83.0,85.0,1,1,A,Yes,Pass
8234,13.0,87.0,Medium,Yes,Low,Yes,Male,21.0,0,13.0,1,80.0,65.0,1,2,C,Yes,Pass
8237,30.0,91.0,Medium,Yes,High,Yes,Male,28.0,2,6.0,1,83.0,43.0,1,2,D,Yes,Fail
8238,20.0,68.0,Medium,No,High,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,No,Fail
8239,20.0,68.0,Medium,No,High,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,No,Pass
8240,20.0,68.0,Medium,No,High,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,No,Pass
8241,20.0,68.0,Medium,No,High,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,No,Fail
8242,20.0,68.0,Medium,No,High,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,No,Pass
8243,20.0,68.0,Medium,Yes,Low,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
8244,20.0,68.0,Medium,Yes,Low,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
8245,20.0,68.0,Medium,Yes,Low,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
8246,20.0,68.0,Medium,Yes,Low,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
8247,20.0,68.0,Medium,Yes,Low,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
8248,20.0,68.0,Low,Yes,High,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
8249,20.0,68.0,Low,Yes,High,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
8250,20.0,68.0,Low,Yes,High,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
8251,20.0,68.0,Low,Yes,High,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
8252,20.0,68.0,Low,Yes,High,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
8253,20.0,68.0,High,Yes,Medium,No,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
8254,20.0,68.0,High,Yes,Medium,No,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
8255,20.0,68.0,High,Yes,Medium,No,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
8256,20.0,68.0,High,Yes,Medium,No,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
8257,20.0,68.0,High,Yes,Medium,No,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
8258,20.0,68.0,Medium,Yes,High,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
8259,20.0,68.0,Medium,Yes,High,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
8260,20.0,68.0,Medium,Yes,High,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
8261,20.0,68.0,Medium,Yes,High,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
8262,20.0,68.0,Medium,Yes,High,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
8263,20.0,68.0,Medium,Yes,Medium,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
8264,20.0,68.0,Medium,Yes,Medium,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
8265,20.0,68.0,Medium,Yes,Medium,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
8266,20.0,68.0,Medium,Yes,Medium,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
8267,20.0,68.0,Medium,Yes,Medium,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
8268,20.0,68.0,High,Yes,Medium,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,Yes,Fail
8269,20.0,68.0,High,Yes,Medium,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,Yes,Pass
8270,20.0,68.0,High,Yes,Medium,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,Yes,Pass
8271,20.0,68.0,High,Yes,Medium,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,Yes,Fail
8272,20.0,68.0,High,Yes,Medium,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,Yes,Pass
8278,20.0,68.0,High,No,Low,Yes,Female,18.0,1,13.0,1,61.0,42.0,1,2,D,No,Fail
8279,20.0,68.0,High,No,Low,Yes,Female,23.0,2,4.0,1,88.0,79.0,1,1,B,No,Pass
8280,20.0,68.0,High,No,Low,Yes,Female,27.0,3,8.0,0,67.0,95.0,1,1,A,No,Pass
8281,20.0,68.0,High,No,Low,Yes,Female,25.0,2,16.0,0,93.0,44.0,1,2,D,No,Fail
8282,20.0,68.0,High,No,Low,Yes,Female,23.0,0,0.0,1,84.0,97.0,1,2,A,No,Pass
8288,21.0,81.0,Medium,Yes,Medium,Yes,Female,23.0,2,6.0,1,68.0,70.0,1,2,B,Yes,Pass
8289,21.0,81.0,Medium,Yes,High,Yes,Female,23.0,2,6.0,1,68.0,70.0,1,2,B,Yes,Pass
8290,12.0,83.0,Low,Yes,Medium,Yes,Female,28.0,1,2.0,0,71.0,58.0,1,2,C,Yes,Pass
8291,12.0,83.0,Medium,No,Medium,Yes,Female,28.0,1,2.0,0,71.0,58.0,1,2,C,No,Pass
8292,12.0,83.0,Medium,Yes,Low,Yes,Female,28.0,1,2.0,0,71.0,58.0,1,2,C,Yes,Pass
8293,15.0,68.0,Medium,Yes,High,Yes,Male,27.0,3,4.0,1,73.0,46.0,1,1,D,Yes,Fail
8294,15.0,68.0,Low,Yes,Medium,No,Male,27.0,3,4.0,1,73.0,46.0,1,1,D,Yes,Fail
8295,15.0,68.0,Medium,Yes,Medium,Yes,Male,27.0,3,4.0,1,73.0,46.0,1,1,D,Yes,Fail
8296,16.0,86.0,Medium,Yes,Medium,Yes,Female,25.0,2,17.0,1,60.0,89.0,0,0,A,Yes,Pass
8297,16.0,86.0,Medium,Yes,Medium,Yes,Female,23.0,1,2.0,0,89.0,41.0,0,2,D,Yes,Fail
8298,16.0,86.0,Medium,Yes,Medium,Yes,Female,23.0,3,8.0,1,54.0,84.0,1,2,B,Yes,Pass
8299,16.0,86.0,Medium,Yes,Low,Yes,Female,25.0,2,17.0,1,60.0,89.0,0,0,A,Yes,Pass
8300,16.0,86.0,Medium,Yes,Low,Yes,Female,23.0,1,2.0,0,89.0,41.0,0,2,D,Yes,Fail
8301,16.0,86.0,Medium,Yes,Low,Yes,Female,23.0,3,8.0,1,54.0,84.0,1,2,B,Yes,Pass
8302,16.0,86.0,Low,Yes,Low,Yes,Female,25.0,2,17.0,1,60.0,89.0,0,0,A,Yes,Pass
