ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours
Yes,22.0,85.0,91.0,1,1,92.0,Yes,A,Male,Yes,Reading/Writing,Medium,7.0,Pass,High,1,18.0
Yes,20.0,63.0,91.0,0,0,71.0,Yes,B,Male,Yes,Visual,Medium,11.0,Pass,High,,18.0
No,24.0,65.0,91.0,0,1,56.0,No,C,Male,Yes,Kinesthetic,Low,4.0,Pass,Medium,2,18.0
No,28.0,87.0,91.0,0,1,72.0,No,B,Male,Yes,Kinesthetic,Low,6.0,Pass,Medium,1,18.0
No,22.0,85.0,91.0,1,1,92.0,No,A,Male,Yes,Reading/Writing,Low,7.0,Pass,Medium,1,18.0
No,20.0,63.0,91.0,0,0,71.0,No,B,Male,Yes,Visual,Low,11.0,Pass,Medium,,18.0
No,20.0,83.0,76.0,1,0,97.0,No,A,Female,Yes,Kinesthetic,Medium,13.0,Pass,High,,18.0
No,28.0,62.0,76.0,1,0,52.0,No,D,Female,Yes,Reading/Writing,Medium,18.0,Fail,High,1,18.0
No,20.0,87.0,76.0,1,1,98.0,No,A,Female,Yes,Reading/Writing,Medium,2.0,Pass,High,2,18.0
No,29.0,55.0,76.0,1,1,93.0,No,A,Female,Yes,Kinesthetic,Medium,16.0,Pass,High,,18.0
No,20.0,83.0,76.0,1,0,97.0,No,A,Female,Yes,Kinesthetic,High,13.0,Pass,Medium,,18.0
No,28.0,62.0,76.0,1,0,52.0,No,D,Female,Yes,Reading/Writing,High,18.0,Fail,Medium,1,18.0
No,20.0,87.0,76.0,1,1,98.0,No,A,Female,Yes,Reading/Writing,High,2.0,Pass,Medium,2,18.0
No,29.0,55.0,76.0,1,1,93.0,No,A,Female,Yes,Kinesthetic,High,16.0,Pass,Medium,,18.0
No,20.0,83.0,76.0,1,0,97.0,No,A,Female,Yes,Kinesthetic,High,13.0,Pass,Low,,18.0
No,28.0,62.0,76.0,1,0,52.0,No,D,Female,Yes,Reading/Writing,High,18.0,Fail,Low,1,18.0
No,20.0,87.0,76.0,1,1,98.0,No,A,Female,Yes,Reading/Writing,High,2.0,Pass,Low,2,18.0
No,29.0,55.0,76.0,1,1,93.0,No,A,Female,Yes,Kinesthetic,High,16.0,Pass,Low,,18.0
Yes,20.0,83.0,76.0,1,0,97.0,Yes,A,Female,Yes,Kinesthetic,High,13.0,Pass,High,,18.0
Yes,28.0,62.0,76.0,1,0,52.0,Yes,D,Female,Yes,Reading/Writing,High,18.0,Fail,High,1,18.0
Yes,20.0,87.0,76.0,1,1,98.0,Yes,A,Female,Yes,Reading/Writing,High,2.0,Pass,High,2,18.0
Yes,29.0,55.0,76.0,1,1,93.0,Yes,A,Female,Yes,Kinesthetic,High,16.0,Pass,High,,18.0
No,20.0,83.0,76.0,1,0,97.0,No,A,Female,Yes,Kinesthetic,Low,13.0,Pass,Medium,,18.0
No,28.0,62.0,76.0,1,0,52.0,No,D,Female,Yes,Reading/Writing,Low,18.0,Fail,Medium,1,18.0
No,20.0,87.0,76.0,1,1,98.0,No,A,Female,Yes,Reading/Writing,Low,2.0,Pass,Medium,2,18.0
No,29.0,55.0,76.0,1,1,93.0,No,A,Female,Yes,Kinesthetic,Low,16.0,Pass,Medium,,18.0
No,25.0,97.0,80.0,1,1,86.0,No,A,Female,Yes,Auditory,High,20.0,Pass,Low,1,12.0
No,20.0,90.0,80.0,0,1,66.0,No,C,Female,Yes,Auditory,High,3.0,Pass,Low,2,12.0
No,25.0,97.0,80.0,1,1,86.0,No,A,Female,Yes,Auditory,Medium,20.0,Pass,Medium,1,12.0
No,20.0,90.0,80.0,0,1,66.0,No,C,Female,Yes,Auditory,Medium,3.0,Pass,Medium,2,12.0
No,25.0,97.0,80.0,1,1,86.0,No,A,Female,Yes,Auditory,Medium,20.0,Pass,Low,1,12.0
No,20.0,90.0,80.0,0,1,66.0,No,C,Female,Yes,Auditory,Medium,3.0,Pass,Low,2,12.0
Yes,25.0,97.0,80.0,1,1,86.0,Yes,A,Female,Yes,Auditory,High,20.0,Pass,Medium,1,12.0
Yes,20.0,90.0,80.0,0,1,66.0,Yes,C,Female,Yes,Auditory,High,3.0,Pass,Medium,2,12.0
No,20.0,92.0,79.0,0,1,45.0,No,D,Male,Yes,Visual,Low,13.0,Fail,Medium,,15.0
No,19.0,93.0,79.0,1,1,81.0,No,B,Male,Yes,Auditory,Low,0.0,Pass,Medium,2,15.0
No,27.0,76.0,79.0,1,1,80.0,No,B,Male,Yes,Kinesthetic,Low,7.0,Pass,Medium,2,15.0
Yes,20.0,92.0,79.0,0,1,45.0,Yes,D,Male,Yes,Visual,Medium,13.0,Fail,Medium,,15.0
Yes,19.0,93.0,79.0,1,1,81.0,Yes,B,Male,Yes,Auditory,Medium,0.0,Pass,Medium,2,15.0
Yes,27.0,76.0,79.0,1,1,80.0,Yes,B,Male,Yes,Kinesthetic,Medium,7.0,Pass,Medium,2,15.0
No,19.0,65.0,70.0,1,1,52.0,No,D,Female,Yes,Visual,Medium,8.0,Fail,Medium,1,13.0
No,20.0,87.0,70.0,1,1,75.0,No,B,Female,Yes,Visual,Medium,13.0,Pass,Medium,2,13.0
No,28.0,55.0,70.0,1,1,86.0,No,A,Female,Yes,Visual,Medium,0.0,Pass,Medium,,13.0
Yes,19.0,65.0,70.0,1,1,52.0,Yes,D,Female,Yes,Visual,Medium,8.0,Fail,Medium,1,13.0
Yes,20.0,87.0,70.0,1,1,75.0,Yes,B,Female,Yes,Visual,Medium,13.0,Pass,Medium,2,13.0
Yes,28.0,55.0,70.0,1,1,86.0,Yes,A,Female,Yes,Visual,Medium,0.0,Pass,Medium,,13.0
Yes,19.0,65.0,70.0,1,1,52.0,Yes,D,Female,Yes,Visual,High,8.0,Fail,Low,1,13.0
Yes,20.0,87.0,70.0,1,1,75.0,Yes,B,Female,Yes,Visual,High,13.0,Pass,Low,2,13.0
Yes,28.0,55.0,70.0,1,1,86.0,Yes,A,Female,Yes,Visual,High,0.0,Pass,Low,,13.0
Yes,19.0,91.0,80.0,1,1,80.0,Yes,B,Female,Yes,Visual,Low,14.0,Pass,High,2,31.0
Yes,19.0,91.0,80.0,1,1,80.0,Yes,B,Female,Yes,Visual,High,14.0,Pass,Medium,2,31.0
Yes,25.0,70.0,65.0,1,1,64.0,Yes,C,Male,Yes,Visual,Medium,10.0,Pass,Medium,,28.0
Yes,25.0,70.0,65.0,1,1,64.0,Yes,C,Male,Yes,Visual,High,10.0,Pass,Medium,,28.0
No,26.0,94.0,90.0,1,1,81.0,No,B,Female,Yes,Auditory,Medium,1.0,Pass,Medium,2,13.0
Yes,19.0,56.0,81.0,0,1,59.0,Yes,C,Female,Yes,Reading/Writing,Medium,6.0,Pass,Low,2,23.0
Yes,26.0,89.0,81.0,1,1,83.0,Yes,B,Female,Yes,Visual,Medium,5.0,Pass,Low,1,23.0
Yes,19.0,56.0,81.0,0,1,59.0,Yes,C,Female,Yes,Reading/Writing,High,6.0,Pass,Low,2,23.0
Yes,26.0,89.0,81.0,1,1,83.0,Yes,B,Female,Yes,Visual,High,5.0,Pass,Low,1,23.0
No,19.0,56.0,81.0,0,1,59.0,No,C,Female,Yes,Reading/Writing,Medium,6.0,Pass,Low,2,23.0
No,26.0,89.0,81.0,1,1,83.0,No,B,Female,Yes,Visual,Medium,5.0,Pass,Low,1,23.0
No,19.0,56.0,81.0,0,1,59.0,No,C,Female,Yes,Reading/Writing,Low,6.0,Pass,High,2,23.0
No,26.0,89.0,81.0,1,1,83.0,No,B,Female,Yes,Visual,Low,5.0,Pass,High,1,23.0
Yes,29.0,66.0,89.0,1,1,90.0,Yes,A,Female,Yes,Reading/Writing,Medium,7.0,Pass,High,1,24.0
Yes,26.0,98.0,89.0,0,1,62.0,Yes,C,Female,Yes,Visual,Medium,7.0,Pass,High,1,24.0
Yes,29.0,66.0,89.0,1,1,90.0,Yes,A,Female,Yes,Reading/Writing,Medium,7.0,Pass,Medium,1,24.0
Yes,26.0,98.0,89.0,0,1,62.0,Yes,C,Female,Yes,Visual,Medium,7.0,Pass,Medium,1,24.0
No,29.0,66.0,89.0,1,1,90.0,No,A,Female,Yes,Reading/Writing,Medium,7.0,Pass,Medium,1,24.0
No,26.0,98.0,89.0,0,1,62.0,No,C,Female,Yes,Visual,Medium,7.0,Pass,Medium,1,24.0
Yes,29.0,66.0,89.0,1,1,90.0,Yes,A,Female,No,Reading/Writing,Medium,7.0,Pass,Medium,1,24.0
Yes,26.0,98.0,89.0,0,1,62.0,Yes,C,Female,No,Visual,Medium,7.0,Pass,Medium,1,24.0
No,28.0,61.0,68.0,0,0,93.0,No,A,Female,Yes,Kinesthetic,Medium,9.0,Pass,Low,2,23.0
No,26.0,88.0,68.0,1,1,71.0,No,B,Female,Yes,Kinesthetic,Medium,3.0,Pass,Low,,23.0
No,28.0,82.0,68.0,0,1,99.0,No,A,Female,Yes,Auditory,Medium,1.0,Pass,Low,2,23.0
No,20.0,77.0,68.0,0,0,69.0,No,C,Female,Yes,Auditory,Medium,3.0,Pass,Low,1,23.0
Yes,28.0,61.0,68.0,0,0,93.0,Yes,A,Female,Yes,Kinesthetic,High,9.0,Pass,High,2,23.0
Yes,26.0,88.0,68.0,1,1,71.0,Yes,B,Female,Yes,Kinesthetic,High,3.0,Pass,High,,23.0
Yes,28.0,82.0,68.0,0,1,99.0,Yes,A,Female,Yes,Auditory,High,1.0,Pass,High,2,23.0
Yes,20.0,77.0,68.0,0,0,69.0,Yes,C,Female,Yes,Auditory,High,3.0,Pass,High,1,23.0
No,28.0,61.0,68.0,0,0,93.0,No,A,Female,Yes,Kinesthetic,Medium,9.0,Pass,Medium,2,23.0
No,26.0,88.0,68.0,1,1,71.0,No,B,Female,Yes,Kinesthetic,Medium,3.0,Pass,Medium,,23.0
No,28.0,82.0,68.0,0,1,99.0,No,A,Female,Yes,Auditory,Medium,1.0,Pass,Medium,2,23.0
No,20.0,77.0,68.0,0,0,69.0,No,C,Female,Yes,Auditory,Medium,3.0,Pass,Medium,1,23.0
No,28.0,61.0,68.0,0,0,93.0,No,A,Female,Yes,Kinesthetic,Low,9.0,Pass,High,2,23.0
No,26.0,88.0,68.0,1,1,71.0,No,B,Female,Yes,Kinesthetic,Low,3.0,Pass,High,,23.0
No,28.0,82.0,68.0,0,1,99.0,No,A,Female,Yes,Auditory,Low,1.0,Pass,High,2,23.0
No,20.0,77.0,68.0,0,0,69.0,No,C,Female,Yes,Auditory,Low,3.0,Pass,High,1,23.0
No,28.0,61.0,68.0,0,0,93.0,No,A,Female,Yes,Kinesthetic,High,9.0,Pass,High,2,23.0
No,26.0,88.0,68.0,1,1,71.0,No,B,Female,Yes,Kinesthetic,High,3.0,Pass,High,,23.0
No,28.0,82.0,68.0,0,1,99.0,No,A,Female,Yes,Auditory,High,1.0,Pass,High,2,23.0
No,20.0,77.0,68.0,0,0,69.0,No,C,Female,Yes,Auditory,High,3.0,Pass,High,1,23.0
Yes,28.0,61.0,68.0,0,0,93.0,Yes,A,Female,Yes,Kinesthetic,Medium,9.0,Pass,Medium,2,23.0
Yes,26.0,88.0,68.0,1,1,71.0,Yes,B,Female,Yes,Kinesthetic,Medium,3.0,Pass,Medium,,23.0
Yes,28.0,82.0,68.0,0,1,99.0,Yes,A,Female,Yes,Auditory,Medium,1.0,Pass,Medium,2,23.0
Yes,20.0,77.0,68.0,0,0,69.0,Yes,C,Female,Yes,Auditory,Medium,3.0,Pass,Medium,1,23.0
No,28.0,85.0,79.0,1,1,57.0,No,C,Male,Yes,Visual,Low,2.0,Pass,Low,1,27.0
Yes,28.0,85.0,79.0,1,1,57.0,Yes,C,Male,Yes,Visual,Low,2.0,Pass,High,1,27.0
Yes,19.0,54.0,73.0,0,1,44.0,Yes,D,Female,Yes,Visual,Medium,8.0,Fail,Medium,2,24.0
Yes,27.0,67.0,73.0,1,1,69.0,Yes,C,Female,Yes,Visual,Medium,1.0,Pass,Medium,2,24.0
Yes,19.0,91.0,76.0,0,0,85.0,Yes,A,Male,Yes,Reading/Writing,High,18.0,Pass,Medium,2,22.0
Yes,23.0,88.0,76.0,1,0,49.0,Yes,D,Male,Yes,Kinesthetic,High,12.0,Fail,Medium,2,22.0
No,19.0,91.0,76.0,0,0,85.0,No,A,Male,Yes,Reading/Writing,High,18.0,Pass,Medium,2,22.0
No,23.0,88.0,76.0,1,0,49.0,No,D,Male,Yes,Kinesthetic,High,12.0,Fail,Medium,2,22.0
Yes,19.0,91.0,76.0,0,0,85.0,Yes,A,Male,Yes,Reading/Writing,Medium,18.0,Pass,Medium,2,22.0
Yes,23.0,88.0,76.0,1,0,49.0,Yes,D,Male,Yes,Kinesthetic,Medium,12.0,Fail,Medium,2,22.0
Yes,19.0,91.0,76.0,0,0,85.0,Yes,A,Male,Yes,Reading/Writing,Low,18.0,Pass,Low,2,22.0
Yes,23.0,88.0,76.0,1,0,49.0,Yes,D,Male,Yes,Kinesthetic,Low,12.0,Fail,Low,2,22.0
Yes,25.0,55.0,99.0,0,1,84.0,Yes,B,Male,No,Kinesthetic,Medium,5.0,Pass,High,2,12.0
Yes,29.0,56.0,99.0,1,1,49.0,Yes,D,Male,No,Reading/Writing,Medium,17.0,Fail,High,2,12.0
Yes,21.0,83.0,99.0,1,1,99.0,Yes,A,Male,No,Reading/Writing,Medium,20.0,Pass,High,2,12.0
No,25.0,55.0,99.0,0,1,84.0,No,B,Male,Yes,Kinesthetic,Medium,5.0,Pass,Medium,2,12.0
No,29.0,56.0,99.0,1,1,49.0,No,D,Male,Yes,Reading/Writing,Medium,17.0,Fail,Medium,2,12.0
No,21.0,83.0,99.0,1,1,99.0,No,A,Male,Yes,Reading/Writing,Medium,20.0,Pass,Medium,2,12.0
Yes,25.0,55.0,99.0,0,1,84.0,Yes,B,Male,Yes,Kinesthetic,Medium,5.0,Pass,High,2,12.0
Yes,29.0,56.0,99.0,1,1,49.0,Yes,D,Male,Yes,Reading/Writing,Medium,17.0,Fail,High,2,12.0
Yes,21.0,83.0,99.0,1,1,99.0,Yes,A,Male,Yes,Reading/Writing,Medium,20.0,Pass,High,2,12.0
Yes,25.0,84.0,69.0,1,0,92.0,Yes,A,Male,Yes,Visual,Medium,8.0,Pass,Medium,,26.0
Yes,18.0,82.0,69.0,0,0,81.0,Yes,B,Male,Yes,Reading/Writing,Medium,5.0,Pass,Medium,1,26.0
Yes,20.0,90.0,69.0,0,1,93.0,Yes,A,Male,Yes,Auditory,Medium,2.0,Pass,Medium,1,26.0
No,25.0,84.0,69.0,1,0,92.0,No,A,Male,Yes,Visual,Low,8.0,Pass,Low,,26.0
No,18.0,82.0,69.0,0,0,81.0,No,B,Male,Yes,Reading/Writing,Low,5.0,Pass,Low,1,26.0
No,20.0,90.0,69.0,0,1,93.0,No,A,Male,Yes,Auditory,Low,2.0,Pass,Low,1,26.0
Yes,25.0,84.0,69.0,1,0,92.0,Yes,A,Male,Yes,Visual,Medium,8.0,Pass,Low,,26.0
Yes,18.0,82.0,69.0,0,0,81.0,Yes,B,Male,Yes,Reading/Writing,Medium,5.0,Pass,Low,1,26.0
Yes,20.0,90.0,69.0,0,1,93.0,Yes,A,Male,Yes,Auditory,Medium,2.0,Pass,Low,1,26.0
No,25.0,84.0,69.0,1,0,92.0,No,A,Male,Yes,Visual,Low,8.0,Pass,Medium,,26.0
No,18.0,82.0,69.0,0,0,81.0,No,B,Male,Yes,Reading/Writing,Low,5.0,Pass,Medium,1,26.0
No,20.0,90.0,69.0,0,1,93.0,No,A,Male,Yes,Auditory,Low,2.0,Pass,Medium,1,26.0
Yes,21.0,91.0,84.0,0,0,49.0,Yes,D,Female,Yes,Reading/Writing,Low,13.0,Fail,High,1,19.0
Yes,27.0,98.0,84.0,0,1,66.0,Yes,C,Female,Yes,Kinesthetic,Low,8.0,Pass,High,,19.0
No,21.0,91.0,84.0,0,0,49.0,No,D,Female,Yes,Reading/Writing,Medium,13.0,Fail,Medium,1,19.0
No,27.0,98.0,84.0,0,1,66.0,No,C,Female,Yes,Kinesthetic,Medium,8.0,Pass,Medium,,19.0
Yes,21.0,91.0,84.0,0,0,49.0,Yes,D,Female,Yes,Reading/Writing,Low,13.0,Fail,Medium,1,19.0
Yes,27.0,98.0,84.0,0,1,66.0,Yes,C,Female,Yes,Kinesthetic,Low,8.0,Pass,Medium,,19.0
Yes,21.0,91.0,84.0,0,0,49.0,Yes,D,Female,Yes,Reading/Writing,Medium,13.0,Fail,Medium,1,19.0
Yes,27.0,98.0,84.0,0,1,66.0,Yes,C,Female,Yes,Kinesthetic,Medium,8.0,Pass,Medium,,19.0
No,21.0,91.0,84.0,0,0,49.0,No,D,Female,Yes,Reading/Writing,High,13.0,Fail,Low,1,19.0
No,27.0,98.0,84.0,0,1,66.0,No,C,Female,Yes,Kinesthetic,High,8.0,Pass,Low,,19.0
No,20.0,58.0,77.0,0,1,48.0,No,D,Female,Yes,Auditory,Low,8.0,Fail,Medium,1,17.0
No,21.0,77.0,77.0,1,1,92.0,No,A,Female,Yes,Reading/Writing,Low,5.0,Pass,Medium,2,17.0
No,18.0,88.0,77.0,1,1,63.0,No,C,Female,Yes,Auditory,Low,16.0,Pass,Medium,2,17.0
No,29.0,77.0,77.0,1,0,48.0,No,D,Female,Yes,Visual,Low,20.0,Fail,Medium,2,17.0
Yes,20.0,58.0,77.0,0,1,48.0,Yes,D,Female,Yes,Auditory,Low,8.0,Fail,High,1,17.0
Yes,21.0,77.0,77.0,1,1,92.0,Yes,A,Female,Yes,Reading/Writing,Low,5.0,Pass,High,2,17.0
Yes,18.0,88.0,77.0,1,1,63.0,Yes,C,Female,Yes,Auditory,Low,16.0,Pass,High,2,17.0
Yes,29.0,77.0,77.0,1,0,48.0,Yes,D,Female,Yes,Visual,Low,20.0,Fail,High,2,17.0
Yes,20.0,58.0,77.0,0,1,48.0,Yes,D,Female,Yes,Auditory,Low,8.0,Fail,Medium,1,17.0
Yes,21.0,77.0,77.0,1,1,92.0,Yes,A,Female,Yes,Reading/Writing,Low,5.0,Pass,Medium,2,17.0
Yes,18.0,88.0,77.0,1,1,63.0,Yes,C,Female,Yes,Auditory,Low,16.0,Pass,Medium,2,17.0
Yes,29.0,77.0,77.0,1,0,48.0,Yes,D,Female,Yes,Visual,Low,20.0,Fail,Medium,2,17.0
Yes,28.0,55.0,63.0,1,0,41.0,Yes,D,Female,Yes,Auditory,Medium,8.0,Fail,High,1,26.0
No,28.0,55.0,63.0,1,0,41.0,No,D,Female,Yes,Auditory,Medium,8.0,Fail,High,1,26.0
Yes,28.0,55.0,63.0,1,0,41.0,Yes,D,Female,Yes,Auditory,Medium,8.0,Fail,Medium,1,26.0
No,29.0,86.0,80.0,0,1,72.0,No,B,Male,No,Kinesthetic,High,15.0,Pass,Medium,2,16.0
No,29.0,86.0,80.0,0,1,72.0,No,B,Male,Yes,Kinesthetic,Medium,15.0,Pass,Medium,2,16.0
Yes,29.0,86.0,80.0,0,1,72.0,Yes,B,Male,Yes,Kinesthetic,High,15.0,Pass,Medium,2,16.0
No,26.0,54.0,72.0,0,1,68.0,No,C,Male,Yes,Visual,Low,9.0,Pass,Medium,2,12.0
No,21.0,80.0,72.0,0,1,88.0,No,A,Male,Yes,Reading/Writing,Low,18.0,Pass,Medium,,12.0
No,23.0,93.0,72.0,1,1,69.0,No,C,Male,Yes,Reading/Writing,Low,3.0,Pass,Medium,1,12.0
No,25.0,56.0,72.0,1,0,47.0,No,D,Male,Yes,Visual,Low,3.0,Fail,Medium,2,12.0
No,27.0,90.0,72.0,1,1,57.0,No,C,Male,Yes,Reading/Writing,Low,18.0,Pass,Medium,,12.0
Yes,26.0,54.0,72.0,0,1,68.0,Yes,C,Male,Yes,Visual,High,9.0,Pass,High,2,12.0
Yes,21.0,80.0,72.0,0,1,88.0,Yes,A,Male,Yes,Reading/Writing,High,18.0,Pass,High,,12.0
Yes,23.0,93.0,72.0,1,1,69.0,Yes,C,Male,Yes,Reading/Writing,High,3.0,Pass,High,1,12.0
Yes,25.0,56.0,72.0,1,0,47.0,Yes,D,Male,Yes,Visual,High,3.0,Fail,High,2,12.0
Yes,27.0,90.0,72.0,1,1,57.0,Yes,C,Male,Yes,Reading/Writing,High,18.0,Pass,High,,12.0
Yes,26.0,54.0,72.0,0,1,68.0,Yes,C,Male,Yes,Visual,Medium,9.0,Pass,Low,2,12.0
Yes,21.0,80.0,72.0,0,1,88.0,Yes,A,Male,Yes,Reading/Writing,Medium,18.0,Pass,Low,,12.0
Yes,23.0,93.0,72.0,1,1,69.0,Yes,C,Male,Yes,Reading/Writing,Medium,3.0,Pass,Low,1,12.0
Yes,25.0,56.0,72.0,1,0,47.0,Yes,D,Male,Yes,Visual,Medium,3.0,Fail,Low,2,12.0
Yes,27.0,90.0,72.0,1,1,57.0,Yes,C,Male,Yes,Reading/Writing,Medium,18.0,Pass,Low,,12.0
Yes,26.0,54.0,72.0,0,1,68.0,Yes,C,Male,Yes,Visual,High,9.0,Pass,Medium,2,12.0
Yes,21.0,80.0,72.0,0,1,88.0,Yes,A,Male,Yes,Reading/Writing,High,18.0,Pass,Medium,,12.0
Yes,23.0,93.0,72.0,1,1,69.0,Yes,C,Male,Yes,Reading/Writing,High,3.0,Pass,Medium,1,12.0
Yes,25.0,56.0,72.0,1,0,47.0,Yes,D,Male,Yes,Visual,High,3.0,Fail,Medium,2,12.0
Yes,27.0,90.0,72.0,1,1,57.0,Yes,C,Male,Yes,Reading/Writing,High,18.0,Pass,Medium,,12.0
No,26.0,54.0,72.0,0,1,68.0,No,C,Male,Yes,Visual,High,9.0,Pass,Medium,2,12.0
No,21.0,80.0,72.0,0,1,88.0,No,A,Male,Yes,Reading/Writing,High,18.0,Pass,Medium,,12.0
No,23.0,93.0,72.0,1,1,69.0,No,C,Male,Yes,Reading/Writing,High,3.0,Pass,Medium,1,12.0
No,25.0,56.0,72.0,1,0,47.0,No,D,Male,Yes,Visual,High,3.0,Fail,Medium,2,12.0
No,27.0,90.0,72.0,1,1,57.0,No,C,Male,Yes,Reading/Writing,High,18.0,Pass,Medium,,12.0
Yes,26.0,54.0,72.0,0,1,68.0,Yes,C,Male,Yes,Visual,Low,9.0,Pass,Medium,2,12.0
Yes,21.0,80.0,72.0,0,1,88.0,Yes,A,Male,Yes,Reading/Writing,Low,18.0,Pass,Medium,,12.0
Yes,23.0,93.0,72.0,1,1,69.0,Yes,C,Male,Yes,Reading/Writing,Low,3.0,Pass,Medium,1,12.0
Yes,25.0,56.0,72.0,1,0,47.0,Yes,D,Male,Yes,Visual,Low,3.0,Fail,Medium,2,12.0
Yes,27.0,90.0,72.0,1,1,57.0,Yes,C,Male,Yes,Reading/Writing,Low,18.0,Pass,Medium,,12.0
No,22.0,98.0,75.0,0,1,57.0,No,C,Male,Yes,Kinesthetic,High,13.0,Pass,Medium,2,30.0
Yes,22.0,98.0,75.0,0,1,57.0,Yes,C,Male,Yes,Kinesthetic,Low,13.0,Pass,Medium,2,30.0
No,22.0,98.0,75.0,0,1,57.0,No,C,Male,Yes,Kinesthetic,Medium,13.0,Pass,Medium,2,30.0
Yes,22.0,98.0,75.0,0,1,57.0,Yes,C,Male,Yes,Kinesthetic,Low,13.0,Pass,Low,2,30.0
Yes,18.0,92.0,92.0,0,0,96.0,Yes,A,Male,Yes,Auditory,Medium,10.0,Pass,Medium,2,19.0
Yes,22.0,62.0,92.0,0,1,88.0,Yes,A,Male,Yes,Visual,Medium,10.0,Pass,Medium,1,19.0
Yes,18.0,81.0,92.0,1,0,46.0,Yes,D,Male,Yes,Auditory,Medium,10.0,Fail,Medium,,19.0
Yes,27.0,89.0,92.0,0,1,85.0,Yes,A,Male,Yes,Visual,Medium,10.0,Pass,Medium,,19.0
Yes,18.0,92.0,92.0,0,0,96.0,Yes,A,Male,Yes,Auditory,Low,10.0,Pass,Medium,2,19.0
Yes,22.0,62.0,92.0,0,1,88.0,Yes,A,Male,Yes,Visual,Low,10.0,Pass,Medium,1,19.0
Yes,18.0,81.0,92.0,1,0,46.0,Yes,D,Male,Yes,Auditory,Low,10.0,Fail,Medium,,19.0
Yes,27.0,89.0,92.0,0,1,85.0,Yes,A,Male,Yes,Visual,Low,10.0,Pass,Medium,,19.0
Yes,18.0,92.0,92.0,0,0,96.0,Yes,A,Male,No,Auditory,Medium,10.0,Pass,Medium,2,19.0
Yes,22.0,62.0,92.0,0,1,88.0,Yes,A,Male,No,Visual,Medium,10.0,Pass,Medium,1,19.0
Yes,18.0,81.0,92.0,1,0,46.0,Yes,D,Male,No,Auditory,Medium,10.0,Fail,Medium,,19.0
Yes,27.0,89.0,92.0,0,1,85.0,Yes,A,Male,No,Visual,Medium,10.0,Pass,Medium,,19.0
No,18.0,92.0,92.0,0,0,96.0,No,A,Male,Yes,Auditory,Medium,10.0,Pass,Medium,2,19.0
No,22.0,62.0,92.0,0,1,88.0,No,A,Male,Yes,Visual,Medium,10.0,Pass,Medium,1,19.0
No,18.0,81.0,92.0,1,0,46.0,No,D,Male,Yes,Auditory,Medium,10.0,Fail,Medium,,19.0
No,27.0,89.0,92.0,0,1,85.0,No,A,Male,Yes,Visual,Medium,10.0,Pass,Medium,,19.0
Yes,19.0,51.0,65.0,1,1,79.0,Yes,B,Female,Yes,Auditory,Medium,17.0,Pass,High,2,20.0
Yes,22.0,87.0,65.0,0,1,95.0,Yes,A,Female,Yes,Visual,Medium,5.0,Pass,High,2,20.0
Yes,19.0,51.0,65.0,1,1,79.0,Yes,B,Female,Yes,Auditory,Low,17.0,Pass,Medium,2,20.0
Yes,22.0,87.0,65.0,0,1,95.0,Yes,A,Female,Yes,Visual,Low,5.0,Pass,Medium,2,20.0
Yes,19.0,51.0,65.0,1,1,79.0,Yes,B,Female,Yes,Auditory,High,17.0,Pass,Medium,2,20.0
Yes,22.0,87.0,65.0,0,1,95.0,Yes,A,Female,Yes,Visual,High,5.0,Pass,Medium,2,20.0
No,19.0,51.0,65.0,1,1,79.0,No,B,Female,Yes,Auditory,Medium,17.0,Pass,Medium,2,20.0
No,22.0,87.0,65.0,0,1,95.0,No,A,Female,Yes,Visual,Medium,5.0,Pass,Medium,2,20.0
Yes,21.0,61.0,66.0,1,1,92.0,Yes,A,Female,Yes,Reading/Writing,Medium,18.0,Pass,Medium,1,21.0
Yes,27.0,78.0,66.0,1,1,71.0,Yes,B,Female,Yes,Kinesthetic,Medium,15.0,Pass,Medium,2,21.0
Yes,21.0,61.0,66.0,1,1,92.0,Yes,A,Female,Yes,Reading/Writing,High,18.0,Pass,High,1,21.0
Yes,27.0,78.0,66.0,1,1,71.0,Yes,B,Female,Yes,Kinesthetic,High,15.0,Pass,High,2,21.0
Yes,21.0,61.0,66.0,1,1,92.0,Yes,A,Female,Yes,Reading/Writing,Low,18.0,Pass,Medium,1,21.0
Yes,27.0,78.0,66.0,1,1,71.0,Yes,B,Female,Yes,Kinesthetic,Low,15.0,Pass,Medium,2,21.0
Yes,21.0,61.0,66.0,1,1,92.0,Yes,A,Female,Yes,Reading/Writing,High,18.0,Pass,Medium,1,21.0
Yes,27.0,78.0,66.0,1,1,71.0,Yes,B,Female,Yes,Kinesthetic,High,15.0,Pass,Medium,2,21.0
No,27.0,89.0,69.0,0,1,72.0,No,B,Female,No,Kinesthetic,Low,8.0,Pass,Medium,2,18.0
No,28.0,81.0,69.0,0,0,79.0,No,B,Female,No,Kinesthetic,Low,15.0,Pass,Medium,2,18.0
No,26.0,65.0,69.0,0,1,64.0,No,C,Female,No,Kinesthetic,Low,9.0,Pass,Medium,1,18.0
Yes,27.0,89.0,69.0,0,1,72.0,Yes,B,Female,Yes,Kinesthetic,Medium,8.0,Pass,High,2,18.0
